bar,direction,trigger,outcome
2024-11-26 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2024-11-28 sell=24300 buy=23800 credit=119.55
2024-11-26 10:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2024-11-28 sell=24150 buy=24650 credit=156.15
2024-11-27 12:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2024-11-28 sell=24250 buy=23750 credit=72.34
2024-11-28 10:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2024-12-05 sell=24250 buy=24750 credit=195.05
2024-11-29 09:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2024-12-05 sell=24050 buy=23550 credit=156.85
2024-12-02 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2024-12-05 sell=24050 buy=24550 credit=161.45
2024-12-02 09:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2024-12-05 sell=24150 buy=23650 credit=119.90
2024-12-04 11:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2024-12-05 sell=24400 buy=24900 credit=139.05
2024-12-04 12:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2024-12-05 sell=24500 buy=24000 credit=128.00
2024-12-04 14:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2024-12-05 sell=24450 buy=24950 credit=115.95
2024-12-05 12:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2024-12-12 sell=24500 buy=24000 credit=167.29
2024-12-05 14:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2024-12-12 sell=24600 buy=25100 credit=240.05
2024-12-05 15:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2024-12-12 sell=24700 buy=24200 credit=154.05
2024-12-09 10:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2024-12-12 sell=24600 buy=25100 credit=145.40
2024-12-10 15:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2024-12-12 sell=24600 buy=24100 credit=112.05
2024-12-12 10:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2024-12-19 sell=24600 buy=25100 credit=166.30
2024-12-13 11:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2024-12-19 sell=24300 buy=23800 credit=151.05
2024-12-16 10:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2024-12-19 sell=24650 buy=25150 credit=148.75
2024-12-18 12:50:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2024-12-19 sell=24150 buy=24650 credit=88.80
2024-12-19 12:20:00,BEARISH,Target-ReEntry,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-20 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-20 09:35:00,BULLISH,Flip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-20 09:35:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-20 09:40:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-20 09:45:00,BEARISH,Flip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-20 09:45:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-20 10:15:00,BULLISH,Flip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-20 10:15:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-20 12:20:00,BEARISH,Flip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-20 12:20:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-23 09:15:00,BULLISH,Flip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-23 09:15:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-23 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-23 12:30:00,BEARISH,Flip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-23 12:30:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-24 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-24 09:50:00,BULLISH,Flip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-24 09:50:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-24 13:40:00,BEARISH,Flip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-24 13:40:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS expiry=2024-12-26
2024-12-26 09:15:00,BULLISH,Flip,ENTERED BULL_PUT expiry=2025-01-02 sell=23850 buy=23350 credit=128.50
2024-12-26 10:05:00,BEARISH,Reversal-ReEntry,FAIL:no_price sell=OK buy=MISS expiry=2025-01-02
2024-12-26 10:10:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS expiry=2025-01-02
2024-12-27 09:15:00,BULLISH,Flip,ENTERED BULL_PUT expiry=2025-01-02 sell=23800 buy=23300 credit=122.50
2024-12-27 12:05:00,BEARISH,Reversal-ReEntry,FAIL:no_price sell=OK buy=MISS expiry=2025-01-02
2024-12-27 12:10:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS expiry=2025-01-02
2024-12-30 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=OK buy=MISS expiry=2025-01-02
2024-12-30 10:45:00,BULLISH,Flip,ENTERED BULL_PUT expiry=2025-01-02 sell=23850 buy=23350 credit=112.35
2024-12-30 12:25:00,BEARISH,Reversal-ReEntry,FAIL:no_price sell=OK buy=MISS expiry=2025-01-02
2024-12-30 12:30:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS expiry=2025-01-02
2024-12-31 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=OK buy=MISS expiry=2025-01-02
2024-12-31 10:50:00,BULLISH,Flip,ENTERED BULL_PUT expiry=2025-01-02 sell=23600 buy=23100 credit=136.55
2025-01-01 09:45:00,BEARISH,Reversal-ReEntry,FAIL:no_price sell=OK buy=MISS expiry=2025-01-02
2025-01-01 09:50:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS expiry=2025-01-02
2025-01-01 10:45:00,BULLISH,Flip,ENTERED BULL_PUT expiry=2025-01-02 sell=23700 buy=23200 credit=115.86
2025-01-02 13:00:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2025-01-09 sell=24050 buy=23550 credit=144.40
2025-01-03 09:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-09 sell=24100 buy=24600 credit=166.90
2025-01-03 11:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-09 sell=24150 buy=23650 credit=167.90
2025-01-03 14:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-09 sell=24050 buy=24550 credit=126.50
2025-01-06 09:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-09 sell=24100 buy=23600 credit=176.50
2025-01-06 09:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-09 sell=23950 buy=24450 credit=130.85
2025-01-06 12:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-09 sell=23750 buy=23250 credit=160.60
2025-01-06 13:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-09 sell=23650 buy=24150 credit=151.60
2025-01-07 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-09 sell=23750 buy=23250 credit=140.26
2025-01-07 10:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-09 sell=23650 buy=24150 credit=149.75
2025-01-08 13:40:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-09 sell=23650 buy=23150 credit=112.65
2025-01-09 09:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-16 sell=23600 buy=24100 credit=163.50
2025-01-10 10:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-16 sell=23450 buy=22950 credit=131.00
2025-01-10 14:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-16 sell=23450 buy=23950 credit=169.60
2025-01-13 10:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-16 sell=23350 buy=22850 credit=131.30
2025-01-13 12:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-16 sell=23200 buy=23700 credit=137.55
2025-01-14 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-16 sell=23200 buy=22700 credit=87.50
2025-01-14 13:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-16 sell=23150 buy=23650 credit=106.60
2025-01-15 10:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-16 sell=23250 buy=22750 credit=68.05
2025-01-15 13:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-16 sell=23200 buy=23700 credit=65.16
2025-01-16 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-23 sell=23350 buy=22850 credit=132.36
2025-01-17 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-23 sell=23200 buy=23700 credit=165.51
2025-01-17 10:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-23 sell=23250 buy=22750 credit=125.35
2025-01-17 10:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-23 sell=23150 buy=23650 credit=181.85
2025-01-17 12:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-23 sell=23200 buy=22700 credit=139.45
2025-01-20 09:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-23 sell=23200 buy=23700 credit=158.00
2025-01-20 10:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-23 sell=23250 buy=22750 credit=121.35
2025-01-21 09:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-23 sell=23300 buy=23800 credit=158.10
2025-01-21 11:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-23 sell=23350 buy=22850 credit=161.10
2025-01-21 12:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-23 sell=23150 buy=23650 credit=181.25
2025-01-21 13:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-23 sell=23300 buy=22800 credit=154.35
2025-01-21 14:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-23 sell=23100 buy=23600 credit=169.85
2025-01-22 14:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-23 sell=23100 buy=22600 credit=53.16
2025-01-23 11:30:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2025-01-30 sell=23250 buy=22750 credit=135.65
2025-01-24 09:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-30 sell=23200 buy=23700 credit=184.90
2025-01-24 11:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-30 sell=23250 buy=22750 credit=147.45
2025-01-24 12:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-30 sell=23250 buy=23750 credit=172.95
2025-01-28 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-30 sell=22950 buy=22450 credit=124.40
2025-01-28 14:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-30 sell=23050 buy=23550 credit=181.85
2025-01-29 09:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-30 sell=23050 buy=22550 credit=140.19
2025-01-29 11:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-01-30 sell=23000 buy=23500 credit=180.80
2025-01-29 13:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-01-30 sell=23150 buy=22650 credit=131.51
2025-01-30 13:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-06 sell=23200 buy=23700 credit=223.75
2025-01-30 15:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-06 sell=23250 buy=22750 credit=160.70
2025-01-31 14:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-06 sell=23450 buy=23950 credit=209.75
2025-01-31 15:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-06 sell=23550 buy=23050 credit=145.35
2025-02-01 11:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-06 sell=23400 buy=23900 credit=223.20
2025-02-01 12:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-06 sell=23500 buy=23000 credit=147.90
2025-02-01 13:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-06 sell=23350 buy=23850 credit=170.80
2025-02-01 13:40:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-06 sell=23500 buy=23000 credit=145.10
2025-02-03 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-06 sell=23250 buy=23750 credit=168.25
2025-02-03 15:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-06 sell=23400 buy=22900 credit=100.35
2025-02-04 10:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-06 sell=23450 buy=23950 credit=155.75
2025-02-04 11:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-06 sell=23550 buy=23050 credit=112.15
2025-02-05 15:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-06 sell=23700 buy=24200 credit=56.70
2025-02-06 13:30:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2025-02-13 sell=23600 buy=24100 credit=176.80
2025-02-07 10:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-13 sell=23650 buy=23150 credit=161.10
2025-02-07 10:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-13 sell=23550 buy=24050 credit=189.85
2025-02-07 10:55:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-13 sell=23600 buy=23100 credit=128.60
2025-02-07 12:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-13 sell=23550 buy=24050 credit=178.70
2025-02-07 15:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-13 sell=23550 buy=23050 credit=131.30
2025-02-10 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-13 sell=23450 buy=23950 credit=164.25
2025-02-11 14:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-13 sell=23100 buy=22600 credit=108.50
2025-02-12 09:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-13 sell=23000 buy=23500 credit=114.40
2025-02-12 10:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-13 sell=22950 buy=22450 credit=110.00
2025-02-12 13:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-13 sell=23000 buy=23500 credit=110.35
2025-02-13 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-02-20 sell=23100 buy=22600 credit=153.45
2025-02-13 13:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-02-20 sell=23100 buy=23600 credit=190.05
2025-03-17 09:15:00,BEARISH,DailyReEntry,ENTERED BEAR_CALL expiry=2025-03-20 sell=22500 buy=23000 credit=128.55
2025-03-17 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-03-20 sell=22550 buy=22050 credit=92.25
2025-03-20 09:15:00,BULLISH,Target-ReEntry,FAIL:no_price sell=MISS buy=OK expiry=2025-03-27
2025-03-20 10:05:00,BEARISH,Flip,FAIL:no_price sell=MISS buy=OK expiry=2025-03-27
2025-03-20 10:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=OK expiry=2025-03-27
2025-03-20 11:10:00,BULLISH,Flip,ENTERED BULL_PUT expiry=2025-03-27 sell=23050 buy=22550 credit=109.05
2025-03-21 13:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-03-27 sell=23350 buy=23850 credit=133.95
2025-03-21 14:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-03-27 sell=23350 buy=22850 credit=100.10
2025-03-25 10:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-03-27 sell=23750 buy=24250 credit=155.55
2025-03-26 09:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-03-27 sell=23700 buy=23200 credit=77.85
2025-03-26 11:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-03-27 sell=23600 buy=24100 credit=121.50
2025-03-27 09:40:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-03 sell=23550 buy=23050 credit=114.75
2025-03-28 09:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-03 sell=23500 buy=24000 credit=151.00
2025-03-28 10:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-03 sell=23650 buy=23150 credit=133.65
2025-03-28 12:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-03 sell=23550 buy=24050 credit=125.35
2025-03-28 14:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-03 sell=23550 buy=23050 credit=115.39
2025-03-28 15:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-03 sell=23500 buy=24000 credit=126.05
2025-04-01 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-03 sell=23500 buy=23000 credit=101.40
2025-04-01 10:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-03 sell=23350 buy=23850 credit=176.95
2025-04-02 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-03 sell=23300 buy=22800 credit=98.10
2025-04-03 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-09 sell=23200 buy=23700 credit=154.90
2025-04-03 10:10:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-09 sell=23300 buy=22800 credit=136.30
2025-04-04 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-09 sell=23100 buy=23600 credit=145.40
2025-04-07 09:15:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2025-04-09 sell=21900 buy=22400 credit=377.30
2025-04-07 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-09 sell=22150 buy=21650 credit=111.40
2025-04-07 09:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-09 sell=21950 buy=22450 credit=240.05
2025-04-07 13:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-09 sell=22000 buy=21500 credit=145.10
2025-04-08 10:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-09 sell=22300 buy=22800 credit=184.40
2025-04-08 11:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-09 sell=22500 buy=22000 credit=132.45
2025-04-08 13:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-09 sell=22500 buy=23000 credit=186.06
2025-04-09 10:30:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2025-04-17 sell=22400 buy=22900 credit=205.35
2025-04-11 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-17 sell=22750 buy=22250 credit=137.30
2025-04-11 14:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-17 sell=22800 buy=23300 credit=189.39
2025-04-15 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-17 sell=23300 buy=22800 credit=133.15
2025-04-17 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-24 sell=23350 buy=23850 credit=172.25
2025-04-17 09:40:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-24 sell=23400 buy=22900 credit=148.25
2025-04-21 12:20:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2025-04-24 sell=24150 buy=23650 credit=101.50
2025-04-22 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-24 sell=24100 buy=24600 credit=114.55
2025-04-22 10:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-24 sell=24200 buy=23700 credit=94.85
2025-04-22 15:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-24 sell=24150 buy=24650 credit=98.10
2025-04-23 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-24 sell=24300 buy=23800 credit=85.55
2025-04-23 10:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-24 sell=24250 buy=24750 credit=78.15
2025-04-23 11:40:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-24 sell=24250 buy=23750 credit=88.75
2025-04-24 09:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-30 sell=24250 buy=24750 credit=179.30
2025-04-25 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-30 sell=24350 buy=23850 credit=123.80
2025-04-25 09:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-30 sell=24250 buy=24750 credit=175.10
2025-04-25 12:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-30 sell=24000 buy=23500 credit=143.50
2025-04-25 15:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-30 sell=24000 buy=24500 credit=157.25
2025-04-28 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-04-30 sell=24150 buy=23650 credit=120.51
2025-04-29 09:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-04-30 sell=24300 buy=24800 credit=116.35
2025-04-30 15:35:00,BULLISH,Flip,ENTERED BULL_PUT expiry=2025-05-08 sell=24350 buy=23850 credit=143.45
2025-05-02 10:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-08 sell=24500 buy=25000 credit=176.00
2025-05-02 13:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-08 sell=24350 buy=23850 credit=129.00
2025-05-06 09:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-08 sell=24400 buy=24900 credit=95.80
2025-05-07 09:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-08 sell=24450 buy=23950 credit=103.09
2025-05-07 09:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-08 sell=24350 buy=24850 credit=81.65
2025-05-07 11:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-08 sell=24400 buy=23900 credit=72.30
2025-05-08 13:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-15 sell=24350 buy=24850 credit=184.90
2025-05-08 15:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-15 sell=24250 buy=23750 credit=138.80
2025-05-09 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-15 sell=24100 buy=24600 credit=214.35
2025-05-09 11:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-15 sell=24100 buy=23600 credit=145.25
2025-05-09 13:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-15 sell=24000 buy=24500 credit=183.65
2025-05-12 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-15 sell=24550 buy=24050 credit=142.15
2025-05-13 09:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-15 sell=24800 buy=25300 credit=174.65
2025-05-13 09:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-15 sell=24850 buy=24350 credit=179.40
2025-05-13 10:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-15 sell=24650 buy=25150 credit=185.25
2025-05-13 11:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-15 sell=24800 buy=24300 credit=175.50
2025-05-13 12:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-15 sell=24650 buy=25150 credit=144.25
2025-05-14 09:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-15 sell=24700 buy=24200 credit=126.75
2025-05-14 12:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-15 sell=24600 buy=25100 credit=113.00
2025-05-14 15:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-15 sell=24700 buy=24200 credit=110.05
2025-05-15 09:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-22 sell=24550 buy=25050 credit=189.50
2025-05-15 10:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-22 sell=24750 buy=24250 credit=187.80
2025-05-15 11:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-22 sell=24600 buy=25100 credit=202.65
2025-05-15 13:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-22 sell=24800 buy=24300 credit=162.95
2025-05-16 11:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-22 sell=24950 buy=25450 credit=164.25
2025-05-21 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-22 sell=24750 buy=24250 credit=114.00
2025-05-21 11:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-22 sell=24800 buy=25300 credit=135.45
